Sample Name,WGS84-long,WGS84-lat,Elevation(m),Rock Type,Sample Description,Sample Age,Uncertainty (+),Uncertainty (-),Age Interpretation,Isotopic System,Mineral Analyzed,Method,Lab,Primary Reference,Authors
Meslinka_ste,-125.7517713,56.24985971,,Plutonic,"Granodiorite, granite, aplite",120,10,10,Igneous crystallization age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished B.Sc. thesis, University of British Columbia, Vancouver, B.C.","Eadie, E.T."
Blair_ste,-130.2353204,57.66650133,,Plutonic,monzonite medium-grained trachytoid hornblende feldspar quartz monzonite - monzodiorite porphyry.,180,218,218,Igneous crystallization age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Current research, Part A, Geological Survey of Canada, Paper 80-1A","Gabrielse, H., Wanless, R.K., Armstrong, R.L. and Erdman, L.R."
Oxide_ste,-127.1350857,57.33316875,,Volcanic,Volcanic and intrusive,185,5,5,Igneous crystallization age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Current research, Part A, Geological Survey of Canada, Paper 80-1A","Gabrielse, H., Wanless, R.K., Armstrong, R.L. and Erdman, L.R."
Prong_ste,-129.0885236,57.69482187,,Volcanic,"Metabasalt, metaandesite, dacite, rhyolite",189,26,26,Igneous crystallization age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Current research, Part A, Geological Survey of Canada, Paper 80-1A","Gabrielse, H., Wanless, R.K., Armstrong, R.L. and Erdman, L.R."
Sister Mary_ste,-129.101878,58.0114638,,Volcanic,"Metabasalt, metaandesite, rhyolite",191,9,9,Igneous crystallization age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Current research, Part A, Geological Survey of Canada, Paper 80-1A","Gabrielse, H., Wanless, R.K., Armstrong, R.L. and Erdman, L.R."
Sustut_ste,-126.8017684,56.54986364,,Volcanic,Basalt to rhyolite,185,6,6,Igneous crystallization age,Rb/Sr,Whole rock,unkown,Geological Survey of Canada,"Current research, Part A, Geological Survey of Canada, Paper 80-1A","Gabrielse, H., Wanless, R.K., Armstrong, R.L. and Erdman, L.R."
Stikine_ste,-130.9520097,57.1664912,,Volcanic,Metavolcanic,201,32,32,Igneous crystallization age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Unpublished M.Sc. thesis, University of British Columbia, Vancouver, B.C.","Holbek, P.M."
172-1,-137.0309849,59.61633762,,Plutonic,quartz diorite;,26.6,1.4,1.4,Igneous crystallization age,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Current research, Part B, Geological Survey of Canada, Paper 80-1B","Jacobson, B., Parrish, R.R. and Armstrong, R.L."
178-1,-137.0351405,59.59300829,,Plutonic,granite;,25.6,1,1,Igneous crystallization age,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Current research, Part B, Geological Survey of Canada, Paper 80-1B","Jacobson, B., Parrish, R.R. and Armstrong, R.L."
Tkope_ste,-136.9684737,59.58301476,,Plutonic,"gabbro, quartz diorite, granite, granophyre;",28.8,3.8,3.8,Igneous crystallization age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Current research, Part B, Geological Survey of Canada, Paper 80-1B","Jacobson, B., Parrish, R.R. and Armstrong, R.L."
Aley_ste,-123.7516307,56.44991485,,Volcanic,,352,7,7,Igneous crystallization age,Rb/Sr,mineral,unkown,unkown or unreported,"Current Research, Part C, Geological Survey of Canada, Paper 82-1C","Anderson, R.G., Loveridge, W.D. and Sullivan, R.W."
134,-125.3017573,56.53318749,,Metamorphic,"Musc. bi. schist, med to coarse grained, strongly foliated",166,36,36,Metamorphic,Rb/Sr,WR-muscovite,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Parrish, R.R."
198,-125.1839003,56.49736421,,Metamorphic,"Musc. bi. schist, slightly schistose micaceous quartzite",122,4,4,Metamorphic,Rb/Sr,WR-muscovite,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Parrish, R.R."
282,-125.1295392,56.54436479,,Metamorphic,"Musc. bi. schist, well layered and well foliated",116,14,14,Metamorphic,Rb/Sr,WR-muscovite,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Parrish, R.R."
300,-125.3378796,56.3665284,,Metamorphic,"Musc. qtz. bi. plag. staurolite schist, well foliated",70,4,4,Metamorphic,Rb/Sr,WR-muscovite,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Parrish, R.R."
308,-125.3378878,56.37485946,,Plutonic,"Quartz monzonite, Leucogranodiorite pegmatite",73,4,4,Metamorphic,Rb/Sr,WR-muscovite,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Parrish, R.R."
323,-125.356719,56.34985949,,Plutonic,3-rock suite: 2x biotite quartz monzonite / 1x granodiorite,42,6,6,Metamorphic,Rb/Sr,WR-mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Parrish, R.R."
77,-125.2545749,56.58102706,,Metamorphic,"Crenulated, med-grained, bi. musc.  schist",154,24,24,Metamorphic,Rb/Sr,mineral,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Canadian Journal of Earth Sciences,"Parrish, R.R."
Ospika_ste,-123.7516307,56.44991485,,Volcanic,,334,14,14,Igneous crystallization age,Rb/Sr,phlogopite,unkown,unkown or unreported,"British Columbia Ministry of Energy, Mines and Petroleum Resources, Bulletin","Pell, J."
Kutcho_ste,-128.3850884,58.19974877,,Volcanic,"Quartz - feldspar schists, metabasalt",210,20,20,Igneous crystallization age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Geological Survey of Canada, Paper 86-16","Thorstad, L.E. and Gabrielse, H."
Takla_ste,-126.5518144,56.55819484,,Volcanic,Alkalic basalts,223,56,56,Igneous crystallization age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Geological Survey of Canada, Paper 86-16","Thorstad, L.E. and Gabrielse, H."
CRS-3,-121.8181854,56.10828697,,Volcanic,"tuff biotite quartz plagioclase crystal tuff, 3 cm thick",102.4,1,1,Igneous crystallization age,Rb/Sr,mineral,unkown,University of Alberta,Canadian Journal of Earth Sciences,"Yanagi, T., Baadsgaard, H., Stelck, C.R. and McDougall, I."
Askitka_ste,-126.7851575,56.73650915,,Volcanic,Rhyolite and basalt,271,10,10,Igneous crystallization age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",n/a,"Monger, J.W.H."
Nakina_ste,-133.5851455,59.26638692,,Volcanic,volcanic,338,74,74,Igneous crystallization age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",n/a,"Monger, J.W.H."
Galore_ste,-131.4686987,57.1498291,,Volcanic,"Andesite, trachyte, phonolite, tuffs and flows",146,14,14,Hydrothermal alteration,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",Bulletin of Canadian Petroleum Geology,"Hills, L.V. and Baadsgaard, H."
Caplice_ste,-134.2185359,59.19971309,,Plutonic,"bi hbk diorite, aplite, granodiorite, granodiorite;",234,31,31,Igneous crystallization age,Rb/Sr,Whole rock,unkown,"University of British Columbia
for Isotopic and Geochemical Research (UBC)","Current research, Part B, Geological Survey of Canada, Paper 78-1A","Werner, L.J."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,1753,6,6,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,1759,7,7,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,1765,16,16,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,1804,13,13,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,1808,10,10,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,1813,5,5,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,1818,4,4,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,1821,6,6,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,1823,7,7,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,1829,5,5,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,1836,8,8,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,1838,4,4,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,1838,4,4,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,1839,4,4,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,1840,4,4,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,1843,4,4,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,1844,6,6,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,1850,12,12,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,1854,9,9,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,1874,5,5,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,2564,6,6,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,2640,5,5,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,2804,4,4,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,2940,4,4,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,2943,4,4,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT06,-116.734508,50.57783593,,Sedimentary,coarse gritty subarkosic wacke,3085,4,4,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1750,4,4,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1757,6,6,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1759,4,4,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1761,4,4,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1766,4,4,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1766,5,5,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1767,10,10,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1767,3,3,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1769,5,5,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1769,5,5,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1773,6,6,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1774,12,12,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1788,4,4,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1789,8,8,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1792,8,8,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1805,8,8,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1830,8,8,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1833,4,4,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1839,11,11,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1844,8,8,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1846,14,14,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,1859,12,12,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,2425,4,4,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,2444,4,4,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,2464,4,4,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,2481,8,8,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,2646,10,10,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,2649,8,8,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,2712,5,5,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,2752,5,5,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,2818,4,4,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
MT05,-116.9242983,50.47215556,,Sedimentary,quartz arenite,2901,5,5,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",1837,8,8,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",1840,6,6,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",1868,10,10,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",1896,11,11,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",1903,5,5,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",1903,6,6,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",1909,6,6,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",1916,8,8,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",1922,8,8,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",1924,7,7,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",1960,10,10,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",1985,5,5,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",1989,9,9,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",1995,5,5,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",1997,7,7,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",2082,6,6,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",2192,10,10,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",2205,8,8,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",2263,8,8,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",2275,5,5,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",2317,8,8,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",2320,14,14,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",2322,5,5,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",2340,11,11,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",2340,4,4,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",2342,6,6,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",2351,8,8,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",2370,5,5,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",2385,6,6,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",2395,5,5,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
Atan,-125.7787742,58.91370366,,Sedimentary,"coarse-grained to pebbly, carbonate-cemented quartz arenite",2396,8,8,Detrital,U/Pb,Zircon,unkown,University of Arizona,Canadian Journal of Earth Sciences,"Gehrels, G.E. and Ross, G.M."
